0x418236, 480, 480, 0
0x417eac, 480, 480, 0
0x417d54, 480
0x4104cf, 480, 400, 80
0x40d280, 480
0x40d25b, 480, 400, 80
0x417ebb, 480, 480, 0
0x40d2bd, 480, 480, 0
0x40d2c5, 480, 400, 80
0x417dd6, 480, 480, 0
0x417de1, 480
0x4181a4, 480, 480, 0
0x4181ae, 480, 480, 0
0x418291, 480, 0x4104cf, 480
0x41822b, 480, 480, 0
0x4181c1, 480
0x410471, 480
0x7b9139906610, 437, 7, 430
0x7b91399065dd, 435, 144, 291
0x7b9125188b56, 398, 131, 267
0x4120eb, 391, 374, 17
0x41202a, 391
0x7b91399234e0, 388, 103, 285
0x7b9139906390, 362, 212, 150
0x4108d8, 320, 300, 20
0x41085e, 320, 160, 160
0x410794, 320
0x41084b, 320, 300, 20
0x4107dd, 320, 320, 0
0x410806, 320, 160, 160
0x4107e3, 320, 300, 20
0x7b913990687c, 314, 177, 137
0x7b91250487f8, 308, 14, 294
0x7b9125048806, 308, 304, 4
0x7b9139924900, 301, 0x7b91399064c3, 132, 0x7b91399063ff, 59, 0x7b91399083c4, 37, 0x7b913990839a, 34, 0x7b9139911f8c, 18, 0x7b91399053eb, 10, 0x7b9139907dc5, 3, 0x7b9139904d3f, 3, 0x7b9139912795, 3, 0x7b9139911fb7, 1
0x7b913991026e, 295
0x7b91399234f5, 285, 29, 256
0x7b9139911e74, 270, 21, 249
0x7b9139911e8c, 270, 270, 0
0x7b9139911e7f, 270, 0, 270
0x7b9125188b64, 267, 0x7b9125093eab, 131, 0x7b9125093e6e, 130, 0x7b9125093a40, 4, 0x7b91250956b0, 2
0x7b9125188c75, 265, 265, 0
0x7b9125188cd3, 265, 0x7b9125093eab, 260, 0x7b91250956b0, 5
0x7b91399234fa, 256, 235, 21
0x7b913990674b, 225
0x7b913990677c, 225, 221, 4
0x7b9139906454, 224, 0x7b913990677c, 221, 0x7b91399068c9, 3
0x7b9139906738, 221, 106, 115
0x7b91399119a9, 220, 216, 4
0x4106b2, 218, 218, 0
0x7b91399064d9, 212, 0, 212
0x7b91399064e3, 212
0x7b91399064d0, 212, 0, 212
0x7b9139911930, 185, 163, 22
0x7b9139906870, 180, 5, 175
0x7b913990bb8b, 171, 166, 5
0x7b913990b9a0, 166, 47, 119
0x7b9139911920, 163, 0, 163
0x410832, 160
0x41086f, 160
0x410830, 160
0x4108d2, 160, 160, 0
0x410817, 160
0x7b913990b5fd, 159, 159, 0
0x7b913990b5f0, 159, 2, 157
0x7b913990b5d0, 159, 0, 159
0x7b913990b5e0, 159, 0, 159
0x7b91399063cc, 150, 0, 150
0x7b91399063ec, 150, 62, 88
0x7b9139907273, 145, 0x7b913990bae3, 99, 0x7b913990ebfc, 37, 0x7b9139919438, 4, 0x7b913991e09e, 1, 0x7b913991e12d, 1, 0x7b913991e010, 1, 0x7b913991df83, 1, 0x7b913991def4, 1
0x7b9139907110, 145, 0, 145
0x7b9139907148, 145, 7, 138
0x7b91399070d0, 145, 0, 145
0x7b91399071d0, 145
0x7b9139906530, 145
0x7b9139907185, 145, 0, 145
0x7b9139907170, 145, 0, 145
0x7b913990718e, 145
0x7b91399071fc, 145, 7, 138
0x7b9139907204, 145, 7, 138
